"","dim","ntrain","mtry_first","mtry_second","min_node_size_spl_first","min_node_size_spl_second","min_node_size_ave_first","min_node_size_ave_second","splitratio_first","splitratio_second","replace_first","replace_second","sample_fraction_first","sample_fraction_second","RsparseT2weak"
"5900",12,1000,9,3,30,30,10,30,0.1,0.1,TRUE,TRUE,0.01,1,NA
"5901",12,1000,5,11,10,3,10,10,0.8,0.8,FALSE,TRUE,0.9,0.9,NA
"5902",12,1000,1,4,30,100,1,100,0.05,0.3,TRUE,FALSE,0.1,0.9,NA
"5903",12,1000,4,2,3,100,1,1,0.3,0.1,FALSE,TRUE,0.01,0.5,NA
"5904",12,1000,8,2,10,30,1,30,0.5,0.8,FALSE,TRUE,0.9,1,NA
"5905",12,1000,8,10,100,3,3,100,0.1,0.8,TRUE,TRUE,0.9,0.01,NA
"5906",12,1000,3,5,100,1,30,100,0.2,0.5,FALSE,TRUE,0.3,0.632,NA
"5907",12,1000,10,7,30,30,1,10,0.8,0.5,TRUE,TRUE,0.5,0.632,NA
"5908",12,1000,5,11,3,1,10,3,0.8,0.1,TRUE,TRUE,0.5,0.1,NA
"5909",12,1000,2,8,3,30,100,3,0.05,0.3,TRUE,TRUE,0.01,1,NA
"5910",12,1000,10,1,30,30,30,3,0.1,0.05,FALSE,TRUE,0.1,1,NA
"5911",12,1000,3,2,30,10,10,30,0.8,0.5,TRUE,TRUE,0.01,0.1,NA
"5912",12,1000,5,3,100,30,100,30,0.2,0.05,TRUE,FALSE,0.1,0.3,NA
"5913",12,1000,5,1,100,30,3,100,0.2,0.2,TRUE,FALSE,1,1,NA
"5914",12,1000,8,2,10,10,10,10,0.1,0.2,FALSE,FALSE,0.1,0.7,NA
"5915",12,1000,8,9,3,10,1,3,0.2,0.8,FALSE,TRUE,0.632,1,NA
"5916",12,1000,7,10,100,10,10,30,0.8,0.2,TRUE,TRUE,0.1,0.7,NA
"5917",12,1000,9,3,30,10,30,1,0.3,0.05,FALSE,TRUE,0.01,0.1,NA
"5918",12,1000,3,1,1,10,30,100,0.3,0.1,TRUE,FALSE,1,0.7,NA
"5919",12,1000,9,10,10,3,100,30,0.5,0.3,FALSE,FALSE,1,0.9,NA
"5920",12,1000,2,6,30,1,10,1,0.3,0.8,TRUE,FALSE,0.1,1,NA
"5921",12,1000,9,10,3,10,10,10,0.1,0.05,TRUE,FALSE,0.7,0.1,NA
"5922",12,1000,5,12,100,100,3,10,0.8,0.5,TRUE,FALSE,0.7,0.632,NA
"5923",12,1000,10,8,30,3,30,10,0.05,0.2,TRUE,FALSE,0.1,0.632,NA
"5924",12,1000,12,11,1,30,3,100,0.1,0.2,FALSE,FALSE,0.3,0.7,NA
"5925",12,1000,12,12,1,3,1,1,0.05,0.1,TRUE,TRUE,0.632,0.01,NA
"5926",12,1000,9,7,3,1,10,100,0.8,0.05,TRUE,FALSE,0.7,0.3,NA
"5927",12,1000,12,7,3,1,1,100,0.8,0.8,TRUE,TRUE,0.5,1,NA
"5928",12,1000,4,10,30,100,100,10,0.3,0.1,FALSE,FALSE,0.632,0.1,NA
"5929",12,1000,4,8,1,1,1,1,0.2,0.5,TRUE,FALSE,1,0.3,NA
"5930",12,1000,8,4,1,10,30,30,0.1,0.3,TRUE,TRUE,0.5,0.1,NA
"5931",12,1000,9,3,100,10,30,3,0.5,0.1,FALSE,FALSE,0.632,0.632,NA
"5932",12,1000,11,7,10,3,100,1,0.8,0.5,FALSE,FALSE,0.1,0.1,NA
"5933",12,1000,7,3,30,100,3,30,0.1,0.2,TRUE,TRUE,0.7,0.7,NA
"5934",12,1000,11,3,1,10,100,1,0.3,0.1,TRUE,FALSE,0.3,0.01,NA
"5935",12,1000,6,5,3,30,30,1,0.05,0.1,TRUE,FALSE,0.1,1,NA
"5936",12,1000,4,3,10,3,10,100,0.1,0.8,TRUE,FALSE,1,0.9,NA
"5937",12,1000,12,7,30,30,30,100,0.5,0.3,TRUE,FALSE,0.3,0.9,NA
"5938",12,1000,1,2,3,10,30,30,0.05,0.3,FALSE,TRUE,0.9,1,NA
"5939",12,1000,2,12,100,3,1,3,0.2,0.05,TRUE,FALSE,0.1,1,NA
"5940",12,1000,9,8,30,3,1,100,0.2,0.2,FALSE,FALSE,0.3,1,NA
"5941",12,1000,10,11,3,10,100,10,0.5,0.5,TRUE,TRUE,0.9,0.1,NA
"5942",12,1000,10,1,1,30,1,3,0.5,0.3,TRUE,TRUE,0.632,0.3,NA
"5943",12,1000,11,2,1,3,1,10,0.3,0.3,TRUE,FALSE,0.5,0.9,NA
"5944",12,1000,5,8,30,30,1,3,0.8,0.5,FALSE,FALSE,0.632,0.9,NA
"5945",12,1000,10,4,10,30,10,10,0.05,0.2,TRUE,FALSE,0.3,0.9,NA
"5946",12,1000,12,9,10,30,3,100,0.2,0.5,FALSE,TRUE,0.632,0.01,NA
"5947",12,1000,10,5,100,1,1,1,0.05,0.5,TRUE,TRUE,0.7,0.7,NA
"5948",12,1000,9,8,3,30,1,3,0.3,0.05,TRUE,TRUE,0.7,0.5,NA
"5949",12,1000,3,12,100,3,3,100,0.5,0.8,TRUE,TRUE,0.632,0.7,NA
"5950",12,1000,4,6,30,100,100,100,0.2,0.1,FALSE,FALSE,0.632,0.7,NA
"5951",12,1000,1,2,10,100,1,3,0.1,0.2,FALSE,TRUE,0.9,0.5,NA
"5952",12,1000,5,1,1,1,30,10,0.5,0.05,TRUE,FALSE,0.7,0.7,NA
"5953",12,1000,3,1,3,3,10,100,0.05,0.05,FALSE,TRUE,0.9,0.3,NA
"5954",12,1000,2,1,100,100,3,30,0.8,0.2,FALSE,TRUE,0.01,0.1,NA
"5955",12,1000,2,9,1,1,1,30,0.3,0.8,TRUE,FALSE,1,0.7,NA
"5956",12,1000,2,5,10,3,10,3,0.1,0.3,TRUE,TRUE,1,0.5,NA
"5957",12,1000,12,5,3,1,100,1,0.2,0.05,TRUE,TRUE,0.3,1,NA
"5958",12,1000,3,2,3,1,100,1,0.8,0.1,TRUE,FALSE,1,1,NA
"5959",12,1000,6,8,10,1,3,30,0.1,0.8,FALSE,FALSE,0.1,0.1,NA
"5960",12,1000,1,11,1,3,3,100,0.5,0.2,TRUE,FALSE,1,0.1,NA
"5961",12,1000,10,11,30,1,100,1,0.5,0.3,FALSE,TRUE,1,0.3,NA
"5962",12,1000,1,7,1,3,100,30,0.05,0.2,FALSE,TRUE,1,0.632,NA
"5963",12,1000,11,2,100,10,30,100,0.1,0.8,FALSE,FALSE,0.9,1,NA
"5964",12,1000,4,9,100,10,100,10,0.05,0.3,FALSE,TRUE,0.5,1,NA
"5965",12,1000,11,10,10,3,1,30,0.2,0.05,FALSE,FALSE,1,0.9,NA
"5966",12,1000,11,3,100,30,3,30,0.5,0.2,TRUE,TRUE,0.3,0.5,NA
"5967",12,1000,7,7,3,100,100,30,0.05,0.3,FALSE,TRUE,0.3,0.7,NA
"5968",12,1000,7,7,3,30,30,1,0.8,0.1,FALSE,TRUE,0.5,0.1,NA
"5969",12,1000,3,6,3,1,3,100,0.5,0.3,TRUE,TRUE,0.632,0.01,NA
"5970",12,1000,10,1,1,10,1,100,0.05,0.5,TRUE,TRUE,0.3,1,NA
"5971",12,1000,7,1,3,3,10,3,0.8,0.5,FALSE,FALSE,0.7,0.632,NA
"5972",12,1000,1,7,100,1,10,100,0.8,0.5,FALSE,FALSE,1,0.5,NA
"5973",12,1000,11,6,3,100,30,30,0.3,0.3,TRUE,FALSE,0.1,0.3,NA
"5974",12,1000,8,5,3,100,3,30,0.05,0.3,TRUE,FALSE,0.3,0.9,NA
"5975",12,1000,11,1,1,100,1,3,0.5,0.1,TRUE,TRUE,0.3,0.632,NA
"5976",12,1000,6,10,10,100,30,10,0.3,0.1,TRUE,TRUE,0.5,0.5,NA
"5977",12,1000,10,3,100,10,1,100,0.3,0.2,TRUE,FALSE,1,0.1,NA
"5978",12,1000,8,3,30,3,100,100,0.8,0.1,TRUE,FALSE,1,0.3,NA
"5979",12,1000,9,5,1,1,3,1,0.5,0.5,FALSE,TRUE,0.1,0.7,NA
"5980",12,1000,8,7,100,30,30,10,0.1,0.8,FALSE,TRUE,0.9,0.5,NA
"5981",12,1000,1,7,10,30,30,10,0.3,0.8,TRUE,TRUE,0.9,0.5,NA
"5982",12,1000,4,11,3,3,10,10,0.05,0.3,FALSE,FALSE,0.5,0.9,NA
"5983",12,1000,7,12,100,100,30,3,0.1,0.8,FALSE,TRUE,1,0.1,NA
"5984",12,1000,10,7,3,100,10,100,0.5,0.2,TRUE,FALSE,0.3,0.5,NA
"5985",12,1000,12,10,1,100,30,30,0.3,0.8,TRUE,FALSE,0.1,0.1,NA
"5986",12,1000,7,1,10,3,1,1,0.05,0.2,TRUE,TRUE,0.5,0.1,NA
"5987",12,1000,4,8,1,30,30,100,0.2,0.5,TRUE,FALSE,0.632,0.632,NA
"5988",12,1000,6,2,10,30,3,1,0.1,0.3,FALSE,TRUE,0.3,0.5,NA
"5989",12,1000,10,9,1,30,30,10,0.05,0.5,FALSE,TRUE,1,0.1,NA
"5990",12,1000,5,10,100,30,10,3,0.1,0.1,FALSE,TRUE,0.01,0.3,NA
"5991",12,1000,9,3,1,100,3,3,0.3,0.05,TRUE,FALSE,0.7,0.632,NA
"5992",12,1000,3,1,10,1,1,10,0.05,0.5,FALSE,TRUE,0.01,0.632,NA
"5993",12,1000,10,4,100,10,10,10,0.3,0.8,TRUE,FALSE,0.632,0.632,NA
"5994",12,1000,1,9,10,1,10,30,0.05,0.05,FALSE,FALSE,0.01,0.3,NA
"5995",12,1000,11,12,1,10,30,30,0.5,0.3,FALSE,FALSE,0.3,0.01,NA
"5996",12,1000,11,5,1,3,1,1,0.2,0.2,TRUE,FALSE,0.3,0.01,NA
"5997",12,1000,11,8,30,10,1,100,0.3,0.1,TRUE,TRUE,0.632,0.01,NA
"5998",12,1000,1,12,100,3,100,3,0.5,0.1,FALSE,FALSE,0.632,0.1,NA
"5999",12,1000,4,2,3,3,10,3,0.3,0.1,FALSE,TRUE,0.632,0.632,NA
"6000",12,1000,9,7,10,3,10,1,0.2,0.2,FALSE,TRUE,0.5,1,NA
"6001",12,1000,12,12,30,100,100,10,0.8,0.8,TRUE,TRUE,0.5,0.9,NA
"6002",12,1000,2,8,3,30,10,10,0.8,0.2,TRUE,FALSE,1,0.3,NA
"6003",12,1000,6,6,1,10,30,1,0.3,0.8,TRUE,FALSE,0.5,1,NA
"6004",12,1000,10,11,30,3,1,3,0.05,0.3,FALSE,TRUE,0.9,0.9,NA
"6005",12,1000,9,8,3,100,100,30,0.3,0.8,TRUE,FALSE,0.9,1,NA
"6006",12,1000,4,8,1,30,100,3,0.2,0.5,FALSE,FALSE,0.632,0.1,NA
"6007",12,1000,3,8,100,30,100,30,0.2,0.2,FALSE,TRUE,0.632,0.3,NA
"6008",12,1000,7,9,3,100,1,30,0.05,0.2,TRUE,FALSE,0.3,0.3,NA
"6009",12,1000,12,9,100,1,100,10,0.8,0.5,TRUE,FALSE,0.9,0.01,NA
"6010",12,1000,2,10,1,3,30,1,0.3,0.1,FALSE,FALSE,0.1,0.01,NA
"6011",12,1000,5,3,10,10,3,3,0.5,0.5,TRUE,TRUE,0.01,0.632,NA
"6012",12,1000,4,8,10,10,30,30,0.8,0.05,FALSE,TRUE,0.3,1,NA
"6013",12,1000,4,9,30,1,100,30,0.2,0.5,FALSE,FALSE,1,0.632,NA
"6014",12,1000,12,6,1,100,10,1,0.2,0.5,TRUE,TRUE,1,0.5,NA
"6015",12,1000,1,9,30,1,100,1,0.3,0.5,FALSE,TRUE,0.632,0.3,NA
"6016",12,1000,8,7,3,30,100,100,0.5,0.8,TRUE,FALSE,0.01,1,NA
"6017",12,1000,9,7,3,10,3,3,0.05,0.2,FALSE,TRUE,0.5,0.7,NA
"6018",12,1000,11,1,3,3,30,30,0.05,0.1,TRUE,FALSE,0.9,0.1,NA
"6019",12,1000,9,1,3,10,30,30,0.8,0.3,FALSE,FALSE,0.632,0.632,NA
"6020",12,1000,2,11,100,30,10,3,0.8,0.05,FALSE,FALSE,0.5,1,NA
"6021",12,1000,2,5,100,30,10,3,0.3,0.1,FALSE,FALSE,0.7,0.632,NA
"6022",12,1000,7,10,30,30,30,10,0.2,0.3,FALSE,FALSE,0.9,0.5,NA
"6023",12,1000,6,6,3,3,10,100,0.1,0.1,FALSE,TRUE,0.632,1,NA
"6024",12,1000,12,9,1,30,100,30,0.05,0.8,TRUE,FALSE,0.1,0.5,NA
"6025",12,1000,11,5,10,1,30,10,0.8,0.1,TRUE,FALSE,0.5,0.9,NA
"6026",12,1000,6,4,10,3,10,30,0.5,0.1,TRUE,TRUE,1,0.1,NA
"6027",12,1000,1,12,1,10,30,3,0.2,0.05,FALSE,TRUE,0.1,0.1,NA
"6028",12,1000,11,11,1,3,1,10,0.05,0.2,TRUE,TRUE,0.5,0.3,NA
"6029",12,1000,2,7,30,100,10,1,0.5,0.8,TRUE,TRUE,0.3,0.632,NA
"6030",12,1000,1,8,3,30,3,30,0.1,0.3,FALSE,FALSE,0.1,0.5,NA
"6031",12,1000,4,9,3,30,30,100,0.1,0.8,FALSE,FALSE,1,0.01,NA
"6032",12,1000,9,10,10,1,30,3,0.8,0.5,FALSE,FALSE,0.01,1,NA
"6033",12,1000,11,12,3,3,30,10,0.1,0.3,TRUE,TRUE,0.7,0.3,NA
"6034",12,1000,10,5,30,30,1,3,0.1,0.1,TRUE,TRUE,0.1,0.01,NA
"6035",12,1000,4,3,10,1,30,3,0.8,0.05,FALSE,FALSE,0.1,0.7,NA
"6036",12,1000,8,9,10,1,30,1,0.05,0.8,FALSE,TRUE,0.3,0.7,NA
"6037",12,1000,3,2,100,10,100,30,0.8,0.05,TRUE,TRUE,0.5,0.3,NA
"6038",12,1000,10,4,10,100,100,1,0.8,0.05,TRUE,FALSE,0.3,0.9,NA
"6039",12,1000,4,6,1,100,1,100,0.5,0.5,FALSE,FALSE,0.7,0.632,NA
"6040",12,1000,2,5,10,3,3,3,0.05,0.2,TRUE,TRUE,0.7,0.632,NA
"6041",12,1000,11,10,1,100,30,30,0.05,0.05,TRUE,TRUE,0.5,0.5,NA
"6042",12,1000,8,7,1,30,10,1,0.5,0.3,TRUE,FALSE,0.01,0.01,NA
"6043",12,1000,1,10,30,30,3,1,0.05,0.8,FALSE,FALSE,0.5,0.1,NA
"6044",12,1000,10,7,10,30,100,10,0.5,0.3,FALSE,TRUE,0.5,0.01,NA
"6045",12,1000,6,1,1,1,3,1,0.3,0.1,FALSE,FALSE,0.3,0.9,NA
"6046",12,1000,3,4,10,3,10,30,0.05,0.8,FALSE,TRUE,0.1,0.9,NA
"6047",12,1000,2,3,10,10,10,10,0.3,0.8,FALSE,FALSE,0.5,0.3,NA
"6048",12,1000,4,2,30,3,100,10,0.8,0.2,FALSE,FALSE,0.5,0.5,NA
"6049",12,1000,11,5,30,1,3,10,0.1,0.5,FALSE,TRUE,0.01,0.1,NA
"6050",12,1000,11,1,30,3,1,30,0.8,0.1,TRUE,FALSE,0.1,0.5,NA
"6051",12,1000,2,12,30,30,3,100,0.2,0.8,TRUE,FALSE,0.5,0.632,NA
"6052",12,1000,11,12,30,1,30,3,0.2,0.05,TRUE,FALSE,0.7,0.1,NA
"6053",12,1000,5,6,10,3,1,3,0.2,0.1,TRUE,TRUE,0.3,0.5,NA
"6054",12,1000,9,8,1,100,30,10,0.2,0.3,FALSE,FALSE,0.7,0.5,NA
"6055",12,1000,1,12,3,10,100,3,0.5,0.05,FALSE,FALSE,0.632,0.3,NA
"6056",12,1000,9,2,10,3,10,3,0.5,0.2,FALSE,FALSE,0.3,0.5,NA
"6057",12,1000,10,3,100,10,3,10,0.05,0.2,TRUE,FALSE,0.1,0.5,NA
"6058",12,1000,4,12,100,10,1,1,0.2,0.8,TRUE,TRUE,1,0.1,NA
"6059",12,1000,6,12,1,1,3,1,0.1,0.3,FALSE,FALSE,0.5,0.1,NA
"6060",12,1000,4,1,30,100,10,30,0.5,0.2,TRUE,FALSE,0.5,0.5,NA
"6061",12,1000,10,7,1,1,30,100,0.8,0.05,TRUE,TRUE,0.5,0.9,NA
"6062",12,1000,6,7,3,100,30,10,0.8,0.8,FALSE,TRUE,0.01,0.1,NA
"6063",12,1000,3,7,100,3,3,30,0.2,0.1,FALSE,FALSE,0.01,0.7,NA
"6064",12,1000,9,9,30,3,30,3,0.3,0.5,FALSE,TRUE,0.9,1,NA
"6065",12,1000,11,7,10,1,30,1,0.8,0.8,TRUE,FALSE,0.3,0.01,NA
"6066",12,1000,10,9,100,100,10,100,0.2,0.1,TRUE,FALSE,1,0.01,NA
"6067",12,1000,3,9,100,3,1,1,0.8,0.05,TRUE,FALSE,0.1,0.7,NA
"6068",12,1000,4,7,30,30,1,3,0.2,0.1,TRUE,FALSE,0.632,0.632,NA
"6069",12,1000,11,3,10,30,10,100,0.3,0.2,TRUE,TRUE,0.01,0.632,NA
"6070",12,1000,4,4,10,10,10,3,0.2,0.8,FALSE,FALSE,0.5,1,NA
"6071",12,1000,12,4,30,10,100,30,0.3,0.3,TRUE,TRUE,0.5,0.01,NA
"6072",12,1000,2,10,10,1,3,30,0.2,0.1,FALSE,TRUE,0.7,0.3,NA
"6073",12,1000,10,6,10,10,1,30,0.2,0.05,FALSE,FALSE,0.3,0.5,NA
"6074",12,1000,5,4,3,100,100,10,0.8,0.1,TRUE,FALSE,1,0.01,NA
"6075",12,1000,4,10,30,10,10,30,0.3,0.3,TRUE,TRUE,0.01,0.632,NA
"6076",12,1000,8,4,10,100,1,1,0.05,0.1,TRUE,FALSE,0.632,0.5,NA
"6077",12,1000,1,11,30,3,1,10,0.8,0.1,TRUE,FALSE,0.7,1,NA
"6078",12,1000,6,1,100,1,10,3,0.8,0.2,FALSE,TRUE,0.9,0.3,NA
"6079",12,1000,12,1,10,10,10,100,0.3,0.1,FALSE,FALSE,0.9,0.01,NA
"6080",12,1000,10,12,30,30,10,30,0.8,0.2,FALSE,FALSE,0.1,1,NA
"6081",12,1000,10,3,3,1,3,1,0.05,0.1,FALSE,FALSE,0.01,0.632,NA
"6082",12,1000,5,6,30,3,1,30,0.5,0.3,FALSE,TRUE,0.3,0.9,NA
"6083",12,1000,10,8,1,30,1,100,0.3,0.05,TRUE,FALSE,0.9,0.7,NA
"6084",12,1000,2,6,1,3,3,3,0.8,0.8,TRUE,FALSE,0.1,0.3,NA
"6085",12,1000,11,5,10,100,100,1,0.8,0.1,FALSE,TRUE,1,0.3,NA
"6086",12,1000,1,1,10,10,3,10,0.3,0.5,TRUE,TRUE,0.9,0.632,NA
"6087",12,1000,11,5,3,100,3,1,0.05,0.8,TRUE,FALSE,0.9,0.5,NA
"6088",12,1000,7,8,100,3,3,30,0.05,0.3,TRUE,FALSE,1,0.632,NA
"6089",12,1000,9,9,3,10,100,3,0.05,0.3,FALSE,FALSE,1,0.632,NA
"6090",12,1000,3,4,100,30,1,30,0.3,0.2,TRUE,FALSE,0.1,0.3,NA
"6091",12,1000,8,10,10,100,30,10,0.5,0.3,FALSE,FALSE,0.5,0.7,NA
"6092",12,1000,10,6,1,1,3,3,0.05,0.05,FALSE,FALSE,0.632,0.7,NA
"6093",12,1000,1,5,3,100,100,1,0.8,0.3,TRUE,TRUE,0.5,0.3,NA
"6094",12,1000,3,12,3,30,1,10,0.5,0.5,TRUE,FALSE,0.7,0.3,NA
"6095",12,1000,2,10,10,10,1,100,0.8,0.5,FALSE,TRUE,1,0.7,NA
"6096",12,1000,9,11,10,10,10,3,0.1,0.1,TRUE,FALSE,0.5,0.7,NA
"6097",12,1000,12,11,3,30,3,10,0.1,0.2,TRUE,TRUE,0.9,0.5,NA
"6098",12,1000,3,5,1,100,100,30,0.1,0.5,TRUE,TRUE,0.7,0.7,NA
"6099",12,1000,12,2,3,3,10,3,0.8,0.05,FALSE,FALSE,0.01,0.9,NA
"6100",12,1000,11,3,30,3,30,100,0.5,0.2,TRUE,FALSE,0.5,0.01,NA
"6101",12,1000,12,7,10,30,100,10,0.2,0.5,FALSE,FALSE,0.5,0.1,NA
"6102",12,1000,2,9,100,3,100,3,0.5,0.2,FALSE,TRUE,0.9,0.9,NA
"6103",12,1000,7,6,1,10,10,30,0.5,0.2,TRUE,FALSE,0.01,1,NA
"6104",12,1000,10,4,1,10,30,10,0.5,0.3,TRUE,FALSE,0.1,0.3,NA
"6105",12,1000,8,4,30,1,100,3,0.1,0.3,FALSE,TRUE,0.1,0.1,NA
"6106",12,1000,2,2,100,3,3,1,0.2,0.3,TRUE,FALSE,0.01,0.01,NA
"6107",12,1000,6,11,30,100,100,1,0.05,0.5,TRUE,FALSE,0.1,0.5,NA
"6108",12,1000,8,11,10,3,30,10,0.2,0.05,TRUE,FALSE,0.9,0.3,NA
"6109",12,1000,5,6,100,100,3,3,0.3,0.1,FALSE,FALSE,0.3,0.7,NA
"6110",12,1000,8,10,10,1,30,30,0.3,0.1,TRUE,FALSE,0.9,0.5,NA
"6111",12,1000,3,7,1,10,10,3,0.3,0.1,TRUE,TRUE,0.5,0.9,NA
"6112",12,1000,10,1,10,100,30,30,0.1,0.2,TRUE,TRUE,0.1,0.9,NA
"6113",12,1000,3,10,1,1,1,100,0.3,0.8,FALSE,FALSE,0.9,0.5,NA
"6114",12,1000,7,11,100,3,10,100,0.1,0.3,TRUE,FALSE,0.3,0.7,NA
"6115",12,1000,8,7,100,100,3,3,0.05,0.2,FALSE,TRUE,1,0.9,NA
"6116",12,1000,6,4,3,30,3,3,0.2,0.3,TRUE,TRUE,0.3,0.7,NA
"6117",12,1000,11,1,30,10,100,10,0.2,0.1,TRUE,FALSE,0.1,0.01,NA
"6118",12,1000,4,6,3,10,30,30,0.1,0.2,FALSE,TRUE,0.01,0.9,NA
"6119",12,1000,8,2,10,10,10,30,0.1,0.8,FALSE,FALSE,0.5,0.9,NA
"6120",12,1000,8,5,30,10,100,1,0.2,0.8,FALSE,TRUE,0.7,0.9,NA
"6121",12,1000,5,7,10,1,3,30,0.05,0.5,FALSE,TRUE,0.7,1,NA
"6122",12,1000,12,12,3,1,3,100,0.5,0.1,TRUE,TRUE,0.9,0.1,NA
"6123",12,1000,8,12,3,10,1,30,0.3,0.5,FALSE,FALSE,0.5,0.7,NA
"6124",12,1000,2,4,3,100,1,30,0.05,0.1,TRUE,TRUE,0.3,1,NA
"6125",12,1000,3,7,100,1,10,10,0.2,0.2,TRUE,FALSE,0.01,0.7,NA
"6126",12,1000,3,2,100,10,100,100,0.1,0.3,TRUE,FALSE,0.5,1,NA
"6127",12,1000,5,12,1,30,10,100,0.2,0.3,FALSE,FALSE,0.632,0.5,NA
"6128",12,1000,10,6,100,30,100,3,0.3,0.8,TRUE,FALSE,0.632,0.632,NA
"6129",12,1000,4,12,10,100,1,1,0.05,0.5,TRUE,TRUE,0.9,0.7,NA
"6130",12,1000,2,12,3,1,100,100,0.5,0.2,FALSE,TRUE,1,0.9,NA
"6131",12,1000,2,10,1,1,1,1,0.1,0.05,FALSE,TRUE,0.632,0.7,NA
"6132",12,1000,1,10,3,100,3,3,0.2,0.5,TRUE,TRUE,0.7,0.1,NA
"6133",12,1000,1,10,1,10,100,30,0.5,0.3,TRUE,TRUE,0.9,0.5,NA
"6134",12,1000,6,1,100,100,100,30,0.8,0.5,TRUE,TRUE,0.9,0.01,NA
"6135",12,1000,9,2,1,10,1,3,0.8,0.3,FALSE,TRUE,0.9,0.01,NA
"6136",12,1000,6,3,100,100,30,10,0.1,0.5,TRUE,TRUE,0.3,0.1,NA
"6137",12,1000,11,2,100,1,10,10,0.8,0.05,TRUE,FALSE,0.9,0.632,NA
"6138",12,1000,8,3,100,10,100,3,0.1,0.3,TRUE,TRUE,0.632,0.1,NA
"6139",12,1000,12,8,100,1,100,3,0.3,0.05,FALSE,TRUE,0.3,0.1,NA
"6140",12,1000,9,9,1,10,1,30,0.2,0.05,FALSE,TRUE,0.01,1,NA
"6141",12,1000,5,8,10,30,1,1,0.3,0.05,FALSE,FALSE,0.5,0.1,NA
"6142",12,1000,12,8,10,1,10,3,0.5,0.3,FALSE,FALSE,0.632,0.3,NA
"6143",12,1000,1,10,30,30,30,100,0.5,0.8,TRUE,FALSE,0.632,0.9,NA
"6144",12,1000,9,2,3,1,1,30,0.1,0.05,TRUE,TRUE,0.5,1,NA
"6145",12,1000,8,4,3,10,100,100,0.1,0.05,TRUE,TRUE,0.7,0.5,NA
"6146",12,1000,7,3,3,100,100,100,0.5,0.8,FALSE,FALSE,0.5,0.7,NA
"6147",12,1000,6,10,3,3,1,3,0.8,0.3,FALSE,FALSE,0.3,0.1,NA
"6148",12,1000,2,8,3,30,3,10,0.05,0.8,TRUE,TRUE,0.3,0.1,NA
"6149",12,1000,5,1,100,1,3,10,0.5,0.3,FALSE,TRUE,0.632,0.632,NA
"6150",12,1000,9,8,3,100,10,30,0.8,0.3,TRUE,FALSE,0.1,0.3,NA
"6151",12,1000,3,5,3,10,1,1,0.05,0.8,FALSE,FALSE,0.9,0.7,NA
"6152",12,1000,3,11,30,1,3,1,0.8,0.2,TRUE,FALSE,0.632,0.3,NA
"6153",12,1000,1,4,100,10,100,30,0.1,0.3,FALSE,TRUE,0.632,0.7,NA
"6154",12,1000,8,4,10,10,1,1,0.5,0.3,TRUE,FALSE,0.3,0.9,NA
"6155",12,1000,8,6,1,30,30,100,0.2,0.5,FALSE,TRUE,0.01,0.3,NA
"6156",12,1000,3,2,100,100,100,10,0.8,0.3,FALSE,FALSE,0.632,0.9,NA
"6157",12,1000,11,8,30,30,10,3,0.3,0.3,TRUE,FALSE,0.5,0.1,NA
"6158",12,1000,10,5,1,3,10,1,0.5,0.05,FALSE,TRUE,0.1,1,NA
"6159",12,1000,7,11,10,1,30,30,0.3,0.1,TRUE,FALSE,0.3,0.5,NA
"6160",12,1000,7,11,1,30,100,10,0.8,0.1,FALSE,TRUE,0.5,0.5,NA
"6161",12,1000,6,3,100,1,10,3,0.5,0.2,FALSE,TRUE,0.01,0.3,NA
"6162",12,1000,4,12,10,10,1,100,0.1,0.05,TRUE,TRUE,0.632,0.9,NA
"6163",12,1000,4,8,10,30,100,100,0.1,0.3,FALSE,FALSE,1,1,NA
"6164",12,1000,6,4,10,100,3,10,0.3,0.1,TRUE,TRUE,0.01,0.5,NA
"6165",12,1000,6,1,1,10,3,3,0.5,0.8,TRUE,FALSE,0.632,0.7,NA
"6166",12,1000,8,12,1,30,10,3,0.5,0.2,TRUE,TRUE,0.5,0.3,NA
"6167",12,1000,4,5,1,10,3,1,0.05,0.5,TRUE,FALSE,0.3,0.3,NA
"6168",12,1000,1,9,3,10,1,3,0.8,0.2,FALSE,FALSE,0.9,0.1,NA
"6169",12,1000,1,3,3,30,100,3,0.8,0.05,TRUE,FALSE,0.7,0.9,NA
"6170",12,1000,1,4,100,1,3,30,0.1,0.2,FALSE,FALSE,0.5,0.3,NA
"6171",12,1000,1,5,30,100,1,1,0.3,0.05,TRUE,TRUE,0.01,0.5,NA
"6172",12,1000,7,6,3,30,3,100,0.1,0.05,TRUE,TRUE,0.1,0.5,NA
"6173",12,1000,9,12,10,3,30,10,0.5,0.8,FALSE,FALSE,0.1,1,NA
"6174",12,1000,1,12,30,3,30,3,0.8,0.2,FALSE,TRUE,0.5,0.1,NA
"6175",12,1000,11,4,30,30,10,1,0.5,0.8,TRUE,FALSE,0.7,0.3,NA
"6176",12,1000,8,5,10,10,3,30,0.5,0.2,TRUE,FALSE,0.01,0.5,NA
"6177",12,1000,4,2,100,100,1,3,0.3,0.3,TRUE,FALSE,0.01,0.5,NA
"6178",12,1000,1,11,30,1,10,10,0.2,0.2,TRUE,FALSE,1,0.7,NA
"6179",12,1000,2,10,100,1,30,30,0.1,0.2,TRUE,FALSE,0.632,1,NA
